video_id,title,month,view_count,source_file,description,upload_date_raw
T3batuhLvjU,Palestinians in Rafah confront fear ahead of expected ground assault,2024-05,41827,TRT,"“They want to commit a genocide.”

Displaced Palestinians in Rafah, Gaza, express their desperation and fear as Israel once again instructs them to flee following signals of an imminent ground invasion.
#rafah #genocide #gaza 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-06T11:15:48Z
nBrS26SoL7w,Heckler demands Netanyahu’s resignation at Holocaust memorial event | AJ #shorts,2024-05,224269,AJ,"A man heckled Israel’s prime minister during a Holocaust Remembrance Day wreath-laying ceremony at Yad Vashem. The protester called for Benjamin Netanyahu’s resignation.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-06T12:48:22Z
TBQij4KRTE8,"Despite Israeli ban, Al Jazeera promises ‘objective coverage’| Quotable",2024-05,21220,AJ,"Mohamed Moawad, managing editor of Al Jazeera Arabic, says that despite the Israeli government’s decision to shut down the network’s operations in the country, the network will continue to report impartially on the Gaza war. He calls the Israeli government’s decision an “attack” on freedom of the press.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #BenjaminNetanyahu #Netanyahu #AlJazeeraInIsrael #IsraeliCabinet #AlJazeeraBan #AlJazeeraShutDown #Palestine #Gaza #IsraelHamasWar #GazaWar #IsraelWar #IsraelGazaWar #RafahGroundInvasion #MediaCensorship #PressFreedom #FreedomOfPress",2024-05-06T13:28:53Z
zsxQYH78b9k,Video shows moment of secondary Israeli airstrike in Rafah | AJ #Shorts,2024-05,102486,AJ,"As witnesses recorded a massive plume of smoke from an initial Israeli airstrike in Rafah, another hit the same area.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-06T14:11:36Z
UQu3sr3jCvI,"It's not known what the group has agreed to, and whether Israel will back the plan. #BBCNews #Shorts",2024-05,24516,BBC,,2024-05-06T17:59:43Z
oNyb30ITsCE,Palestinians struggle to evacuate Rafah | AJ #shorts,2024-05,29904,AJ,"Video shows the struggle and records the views of people about the forced evacuation from Rafah in difficult conditions.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-06T18:38:49Z
ovjOIrGrQs4,People in Gaza welcome Hamas' announcement accepting ceasefire deal,2024-05,236750,TRT,"Hundreds of people gathered to celebrate in Palestine's Gaza after Hamas' political bureau chief Ismail Haniya announced that Hamas accepted a ceasefire proposal from Egypt and Qatar.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-06T18:43:47Z
6ibvDwhsBnI,UK students join pro-Palestine protests | Al Jazeera Newsfeed,2024-05,12456,AJ,"Students in the UK, including those at Cambridge and Oxford, are showing solidarity with Palestine and their peers around the world. Similar to protests in the US, Canada and France, encampments were set up on campus with students demanding a boycott and divestment from Israel.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-06T19:25:25Z
K6fmINnIze4,"Israel needs to evaluate ceasefire deal that Hamas has agreed to, White House says | AJ #Shorts",2024-05,38642,AJ,"White House National Security Spokesperson John Kirby told reporters that Israel must have a chance to evaluate the ceasefire deal Hamas agreed to, as the CIA director continues talks with leaders in the region.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-06T20:00:02Z
scVAt-AgJLk,Israel begins striking Rafah despite Hamas accepting truce deal,2024-05,256492,TRT,"Israeli army has launched multiple air strikes on Rafah, hours after Palestinian resistance group Hamas agreed to a ceasefire deal.

The latest bombardment was immediately condemned by neighbour Jordan whose top diplomat Ayman Safadi accused hawkish Israeli PM Benjamin Netanyahu of jeopardising the truce deal by bombing Rafah.

Amman also asked Israeli ally US to intervene and stop a “new massacre” in Rafah.

Ahead of the strikes, Israeli planes dropped leaflets threatening to invade eastern Rafah and demanding that civilians flee the area sheltering some 1.5 million Palestinians.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T05:11:01Z
CLpS7Na_oNg,Columbia University cancels main commencement ceremony after Gaza protests,2024-05,7837,AJ,"Protests against Israel’s war on Gaza are continuing in the US in spite of police crackdowns.
The latest demonstration in New York City targeted the Met Gala.

Al Jazeera’s Rob Reynolds reports from Los Angeles.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#US #GazaGenocide #FreePalestine #PalestineSolidarityProtests #GazaSolidarityEncampment #GazaSolidarityProtests #WarOnGaza #StopTheGenocide #GazaEncampment #CampusProtests #studentpower",2024-05-07T07:15:00Z
Sp6FI8Strb8,Police arrest pro-Palestinian protesters heading to Met Gala,2024-05,137376,TRT,"US police violently arrested several pro-Palestinian demonstrators in New York on 6 May as they attempted to reach the Met Gala, an event supporting the Metropolitan Museum of Art.",2024-05-07T08:07:02Z
g8Uyk73-9rQ,Pro-Palestinian protesters target Met Gala over Gaza war | #AJshorts,2024-05,31403,AJ,"Several people were arrested as pro-Palestinian protesters tried to disrupt the Met Gala in New York to condemn US funding and support for Israel’s war on Gaza.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-07T09:15:50Z
6-kKtOjKazE,Israel’s ban on Al Jazeera is a “war on truth” | Quotable,2024-05,24359,AJ,"Yanis Varoufakis, an economics professor at the University of Athens, says the Israeli government’s ban on Al Jazeera is designed to prevent its citizens from knowing the truth behind the war on Gaza.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #BenjaminNetanyahu #Netanyahu #AlJazeeraInIsrael #IsraeliCabinet #AlJazeeraBan #AlJazeeraShutDown #Palestine #Gaza #IsraelHamasWar #GazaWar #IsraelWar #IsraelGazaWar #RafahGroundInvasion #MediaCensorship #PressFreedom #FreedomOfPress",2024-05-07T09:57:11Z
gLDRB_yo3XU,University of Chicago protests: Faculty join students under threat of arrest,2024-05,4289,AJ,"Protesters at the University of Chicago are defying administration demands that they leave their encampment. 

Al Jazeera’s John Hendren reports from the University of Chicago campus. 

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#US #GazaGenocide #FreePalestine #PalestineSolidarityProtests #GazaSolidarityEncampment #GazaSolidarityProtests #WarOnGaza #StopTheGenocide #GazaEncampment #CampusProtests #studentpower",2024-05-07T10:00:37Z
lMHReu3NgJ8,Israeli army seizes control of Palestinian side of Rafah crossing,2024-05,48710,TRT,"The Israeli army says it seized “operational control” of the Palestinian side of the Rafah border crossing between Gaza and Egypt, and that its troops were “scanning the area.”

Rafah is currently home to more than 1.5 million displaced Palestinians who have taken refuge from the war launched by Israel following the Oct. 7 attack.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T10:40:50Z
xfNyfc0Wjpo,Columbia negotiations over Gaza protests have been in ‘bad faith’| Quotable,2024-05,37280,AJ,"A Columbia University student, Oliver McCoy, says the university’s decision to cancel its commencement ceremony, even though the Gaza solidarity encampment has been cleared, reveals the administration’s true motives.

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#ColumbiaUniversity #GazaGenocide #FreePalestine #PalestineSolidarityProtests #GazaSolidarityProtests #WarOnGaza #StopTheGenocide #GazaEncampment #CampusProtests #studentpower",2024-05-07T12:50:01Z
7EqcqO9ebE4,Israel's ban on Al Jazeera leaves US State Department ‘Quite concerned’ | Quotable,2024-05,186257,AJ,"Israel's shut down and banning of Al Jazeera broadcasting in its territory has left the US Department of State ""Quite concerned"". Matt Miller said that the US ""supports media freedom all around the world, including in Israel"" and that Al Jazeera ""Ought to be able to operate in Israel"".

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #BenjaminNetanyahu #Netanyahu #AlJazeeraInIsrael #UnitedStates #StateDepartment #MattMiller #AlJazeeraBan #AlJazeeraShutDown #Palestine #Gaza #IsraelHamasWar #GazaWar #IsraelWar #IsraelGazaWar #RafahGroundInvasion #MediaCensorship #PressFreedom #FreedomOfPress",2024-05-07T13:02:43Z
bOoWaE7bgQk,Kuwaiti medical team tearfully leaves Gaza's Rafah,2024-05,1058475,TRT,"The Kuwaiti medical delegation broke down in tears after being forced to leave Rafah on May 6 following Israel's intense attacks on Gaza's last remaining sanctuary.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T13:30:02Z
0t68AOyssAs,Police forcefully arrest pro-Palestine students at Free University of Berlin,2024-05,101865,TRT,"German police violently intervened in a pro-Palestine demonstration at the Free University of Berlin on May 7. Some of the students were detained.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T16:18:05Z
Sl0WLVfYmxc,Assistant professor harasses Muslim woman in Arizona,2024-05,65733,TRT,"“You disrespect my sense of humanity, b***h”

An assistant professor at Arizona State University Jonathan Yudelman harassed a Muslim woman near a pro-Israel rally in Arizona, US on May 5.

ASU announced that Yudelman has been placed on leave as part of an ongoing investigation following widespread outrage over his actions.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T16:47:12Z
Zs2l_17-GS4,UN chief says Rafah assault would be a human catastrophe,2024-05,133998,TRT,"""Even the best friends of Israel are clear: an assault on Rafah would be ... a humanitarian nightmare.""

Following Israel's attack on Rafah and rejection of truce deal, UN Secretary General Antonio Guterres comments on the current situation in Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-07T16:49:28Z
dwTV5hoc3hc,Netanyahu keeps Gaza war going to avoid ‘accountability’ | Quotable,2024-05,76015,AJ,"“The war ending for him [Netanyahu] means accountability not just domestically for his various criminal accusations but now, potentially, by the International Criminal Court.” Associate Professor at Hamad Bin Khalifa University Marc Owen Jones says that Netanyahu has been for seven months deliberately sabotaging ceasefire negotiations, and most recently by not budging on the invasion of Rafah.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Netanyahu #Israel #IsraelHamasDeal #IsraelHamasTruce #Palestine #Gaza #IsraelGazaWar #IsraelHamasWar #GazaWar #Hamas #Rafah #GazaCeasefire #GazaCeasefireDeal #BenjaminNetanyahu #GazaTalks",2024-05-07T18:52:49Z
t2aJ-T5MtxA,Israel occupies Rafah crossing and blocks UN aid into Gaza,2024-05,25058,TRT,"“This morning is one of the darkest in this seven months long nightmare”

Several UN bodies say that Israel seized Rafah crossing and is now blocking aid to get into besieged Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-08T04:47:27Z
a5qnVjFXbW4,Oxford student urges university to acknowledge Israel's war on Gaza as a genocide,2024-05,53323,AJ,"Students across the UK have set up encampments in solidarity with Palestinians and their fellow students in America. 
Here's the story of one of those protesting at Oxford University.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#UK #OxfordUniversity #GazaGenocide #FreePalestine #PalestineSolidarityProtests #GazaSolidarityEncampment #GazaSolidarityProtests #WarOnGaza #StopTheGenocide #GazaEncampment #CampusProtests #studentpower",2024-05-08T06:00:01Z
VKtVt3tqy4g,Protesters take over Amsterdam streets in solidarity with Gaza,2024-05,43626,TRT,"Dozens of pro-Palestinian demonstrators flooded the streets of Amsterdam as protests erupted at the University of Amsterdam on May 7.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-08T08:23:52Z
nN6eU6z2aTI,Palestine solidarity encampment continues at California State University,2024-05,5202,AJ,"Students are continuing to set up encampments inside Universities in some American states.

Al Jazeera’s Rob Reynolds has more from the California State University, in Los Angeles. 

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#US #California #CaliforniaStateUniversity #GazaGenocide #FreePalestine #PalestineSolidarityProtests #GazaSolidarityEncampment #GazaSolidarityProtests #WarOnGaza #StopTheGenocide #GazaEncampment #CampusProtests #studentpower",2024-05-08T09:30:14Z
KPcP-9Fsv1Q,US man attacks woman carrying Palestinian flag in supermarket,2024-05,54576,TRT,"A woman carrying a Palestinian flag was harassed while shopping at a supermarket in Arizona, US on May 3.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-08T09:32:36Z
LwOFIo0Dn3k,Scholar on leave from American university after harassment of Muslim woman | #AJshorts,2024-05,1323007,AJ,"Arizona State University says an assistant professor is on leave after he was filmed harassing and swearing at a young Muslim woman during a pro-Israel protest near its campus.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-08T12:32:32Z
qI2ZjPXlcw0,"With no universities left in Gaza, student protests bring hope | The Take",2024-05,15998,AJ,"Student protests are resonating with Palestinians, who face the destruction of nearly all universities in Gaza. Palestinian university presidents signed an open letter saying the protests serve as a “beacon of hope.” We look at what has been lost and what remains.

In this episode: 

- Jehad Abusalim, Executive Director, The Jerusalem Fund
- Heigo Parsa, University of Toronto Student 
- Jasmine Al-Rawi, University of Sydney Student
- Sesek Duran, National Autonomous University of Mexico Student 
- Sundos Hammad, Right to Education Coordinator, Birzeit University 

Episode credits:

This episode was produced by Chloe K. Li and Ashish Malhotra with our host Malika Bilal. Catherine Nouhan fact-checked this episode.

Our sound designer is Alex Roldan. Our lead of audience development and engagement is Aya Elmileik and Adam Abou-Gad is our engagement producer.

Alexandra Locke is The Take’s executive producer. Ney Alvarez is Al Jazeera's head of audio.",2024-05-08T13:41:22Z
VTdFnqtb4uE,Jewish Cambridge student condemns Israeli crimes in Gaza,2024-05,98366,TRT,"""We can't stand by as Jews while this genocide is being carried out in our name.""

Morris and many other Jewish students have joined the Gaza solidarity encampment at King's College, Cambridge University to speak against Israeli atrocities in Palestine's Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-08T13:56:12Z
vRbN36l9A9w,Israeli protesters try to vandalise UNRWA HQ in occupied East Jerusalem,2024-05,32379,TRT,"Israeli protesters tried to vandalise UNRWA headquarters in occupied East Jerusalem. Philippe Lazzarini, commissioner general of UNRWA, says that protesters gathered upon the call of an elected member of the Jerusalem municipality and condemned the ""harrassment"".

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-08T14:52:13Z
dhfPwmBW9O0,Civilian death toll in Gaza not being stated by Israel is ‘complete nonsense’ | Quotable,2024-05,53710,AJ,"Israeli spokesperson, Avi Hyman's inability to state how many civilians in Gaza have been killed has host Piers Morgan astonished that

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #Palestine #Gaza #GazaUnderAttack #GazaHumanitarianCrisis #Israel #IsraelHamasWar #GazaWar #IsraelWar #IsraelGazaWar #GazaBombardment #GazaDeathtoll #Quotable #PiersMorgan #AviHyman",2024-05-08T18:40:15Z
jH57IiBSwDw,Police storm Gaza encampment at George Washington University,2024-05,37449,TRT,"Police storm encampment of pro-Palestine students at George Washington University in the US capital. Organisers say at least 30 students and activists were arrested and accused officers of using pepper spray.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-09T05:01:44Z
Skl0olQNn_o,Palestinian father bids farewell to his daughter killed by Israel,2024-05,2091550,TRT,"“My dear… How am I going to bury you”

A Palestinian father, who only recently lost another child, bids farewell to his daughter after she was killed in an Israeli attack on a house in Gaza’s Rafah.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-09T06:59:19Z
2g8PIza2htA,Dutch police bulldoze camp to break up anti-Gaza war student protest | AJ #shorts,2024-05,321547,AJ,"Dutch riot police have used a bulldozer to break up an anti-Gaza war protest camp at the University of Amsterdam after students refused to leave.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-05-09T08:11:46Z
UuLHJoENuGY,Palestinian woman watches Israeli demolition of her house,2024-05,222699,AJ,"This Palestinian Bedouin woman is sitting and watching as Israeli forces bulldoze her house in the Negev region.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #Palestine #PalestinianBedouins #NegevRegion #ItamarBenGvir #WestBankSettlerViolence #OccupiedWestBank #IsraeliSettlerHarassment #IsraeliSettlerAttacks #WestBankTensions #WestBankViolence #Gaza #Israel #IsraelHamasWar #GazaWar",2024-05-09T08:55:45Z
ehLq_6jdXWs,Police attack pro-Palestinian protesters in Amsterdam,2024-05,1063169,TRT,"Dutch police violently broke up a crowd of pro-Palestine students from the University of Amsterdam who had gathered to protest against Israel’s war on Palestine’s Gaza and to demand their institution cut ties with Israel on May 8 in Amsterdam.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-09T09:03:32Z
iSyUveLgz5Y,Palestinian man recites call to prayer in front of Israeli bulldozers,2024-05,965213,AJ,"Palestinian man recites the Islamic call to prayer as he watches Israeli forces bulldoze his house in Masafer Yatta in the occupied West Bank.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #Palestine #PalestinianBedouins #NegevRegion #ItamarBenGvir #WestBankSettlerViolence #OccupiedWestBank #IsraeliSettlerHarassment #IsraeliSettlerAttacks #WestBankTensions #WestBankViolence #Gaza #Israel #IsraelHamasWar #GazaWar",2024-05-09T09:06:54Z
Y_RDQQPe2-Y,"If Israel goes into Rafah, Biden will not ""supply the weapons"" | Quotable",2024-05,55149,AJ,"US weapons and munitions will not be supplied to Israel if they go into Rafah and go ""after population centres"". US President, Joe Biden says he ""Will not supply the weapons"", including the 2,000-pound bombs and artillery shells if Israel ""goes into these population centres"".

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#WarOnGaza #GazaWar #Rafah #UnitedStates #Netanyahu #JoeBiden #Israel #USIsraelRelations #USForeignPolicy #IsraelGazaWar #GazaBombardment #USMilitarySupportToIsrael #RafahAssault #RafahMilitaryOffensive",2024-05-09T09:45:26Z
k13GMlTKMQo,'I want to die' - a Palestinian child in Gaza says due to war,2024-05,2548175,TRT,"“I wish we would die … I am tired of living because of the war”

These are the words of a child lining up to get aid that is delivered by sea amid what the UN describes as ""full-blown"" famine in the northern part of Palestine’s Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-05-09T12:36:09Z
